,idVotant,Contre,Pour
245,PA719528,62.94277929155313,37.05722070844686
246,PA719540,60.68222621184919,39.31777378815081
247,PA719550,66.38772663877266,33.61227336122734
248,PA719558,63.84180790960452,36.15819209039548
249,PA719570,67.75,32.25
250,PA719578,33.44155844155844,66.55844155844156
251,PA719592,49.122807017543856,50.877192982456144
252,PA719600,70.4647676161919,29.535232383808097
253,PA719608,31.322364411943937,68.67763558805606
254,PA719616,67.2645739910314,32.73542600896861
255,PA719624,61.61616161616161,38.38383838383838
256,PA719632,64.21052631578948,35.78947368421053
257,PA719640,64.09036860879905,35.90963139120095
258,PA719652,67.66467065868264,32.33532934131736
259,PA719660,77.36434108527132,22.635658914728683
260,PA719668,63.8671875,36.1328125
261,PA719676,42.93948126801153,57.06051873198847
262,PA719684,64.12825651302605,35.87174348697395
263,PA719692,63.87225548902195,36.12774451097805
264,PA719700,65.4353562005277,34.56464379947229
265,PA719710,67.31078904991948,32.689210950080515
266,PA719718,64.3859649122807,35.6140350877193
267,PA719728,61.26878130217028,38.73121869782972
268,PA719736,61.627906976744185,38.372093023255815
269,PA719740,63.84505021520803,36.15494978479197
270,PA719748,62.33480176211453,37.66519823788546
271,PA719756,68.10912511759172,31.890874882408276
272,PA719770,57.4025974025974,42.59740259740259
273,PA719778,63.212435233160626,36.787564766839374
274,PA719790,67.21581548599671,32.78418451400329
275,PA719798,69.2485549132948,30.751445086705203
276,PA719806,36.260162601626014,63.739837398373986
277,PA719814,65.3061224489796,34.69387755102041
278,PA719822,56.44599303135889,43.55400696864111
279,PA719830,72.35023041474655,27.64976958525346
280,PA719842,66.23655913978494,33.763440860215056
281,PA719850,71.2370505789153,26.26447288238879
282,PA719858,73.41389728096676,26.586102719033235
283,PA719866,75.8177570093458,24.182242990654206
284,PA719874,56.17433414043583,43.82566585956417
285,PA719882,62.13592233009708,37.86407766990291
286,PA719890,68.6695278969957,30.364806866952787
287,PA719918,36.607142857142854,63.39285714285714
288,PA719922,65.62123039806997,34.37876960193004
289,PA719930,23.01829268292683,76.98170731707317
290,PA719942,59.25925925925925,40.74074074074074
291,PA719946,51.09489051094891,48.9051094890511
292,PA719952,64.57142857142857,35.42857142857142
293,PA719960,64.68590831918506,35.31409168081494
294,PA719972,69.42277691107644,30.577223088923557
295,PA719980,69.58855098389982,30.41144901610018
296,PA719994,73.5672514619883,26.432748538011698
297,PA720006,72.41379310344827,27.586206896551722
298,PA720014,73.50427350427351,26.495726495726498
299,PA720022,67.8688524590164,32.131147540983605
300,PA720030,64.39688715953308,35.60311284046693
301,PA720038,61.46788990825688,38.53211009174312
302,PA720046,60.95076400679117,39.04923599320883
303,PA720054,62.465753424657535,37.534246575342465
304,PA720066,64.96124031007751,35.038759689922486
305,PA720074,58.18815331010453,41.81184668989547
306,PA720092,47.79220779220779,52.2077922077922
307,PA720100,31.629392971246006,68.370607028754
308,PA720108,69.30860033726813,30.69139966273187
309,PA720116,57.692307692307686,42.30769230769231
310,PA720124,62.360801781737194,37.639198218262806
311,PA720138,46.787148594377506,38.152610441767074
312,PA720146,64.5320197044335,35.467980295566505
313,PA720154,73.63367799113738,26.36632200886263
314,PA720162,58.7426326129666,41.2573673870334
315,PA720170,68.11594202898551,31.88405797101449
316,PA720178,46.36015325670498,53.63984674329502
317,PA720190,61.608775137111515,38.391224862888485
318,PA720202,46.15384615384615,53.84615384615385
319,PA720210,35.87570621468927,64.12429378531074
320,PA720214,60.3988603988604,39.6011396011396
321,PA720222,71.74329501915709,28.256704980842912
322,PA720230,47.0074812967581,52.9925187032419
323,PA720246,73.39449541284404,26.605504587155966
324,PA720256,61.36363636363637,38.63636363636363
325,PA720268,70.0,30.0
326,PA720278,54.09836065573771,45.90163934426229
327,PA720286,28.271728271728268,71.72827172827174
328,PA720298,62.219451371571076,37.78054862842893
329,PA720310,59.67213114754099,40.32786885245901
330,PA720318,71.73184357541899,28.268156424581004
331,PA720326,60.57213930348259,39.42786069651741
332,PA720334,60.19971469329529,39.80028530670471
333,PA720342,66.1676646706587,33.83233532934132
334,PA720354,65.08771929824562,34.91228070175438
335,PA720362,69.04761904761905,30.952380952380953
336,PA720370,52.42718446601942,47.57281553398058
337,PA720378,68.44380403458213,31.556195965417867
338,PA720386,34.840425531914896,65.1595744680851
339,PA720394,69.24198250728864,30.75801749271137
340,PA720402,62.94277929155313,37.05722070844686
341,PA720414,68.3916083916084,31.608391608391607
342,PA720422,33.21167883211679,66.78832116788321
343,PA720430,33.50694444444444,66.49305555555556
344,PA720438,47.19626168224299,52.80373831775701
345,PA720446,66.79035250463822,33.209647495361786
346,PA720454,67.2447013487476,32.75529865125241
347,PA720468,39.21568627450981,60.78431372549019
348,PA720480,65.14705882352942,34.85294117647059
349,PA720488,37.5,62.5
350,PA720492,62.555720653789,37.444279346211
351,PA720500,60.520094562647756,39.479905437352244
352,PA720516,75.51020408163265,24.489795918367346
353,PA720520,64.32246998284734,35.67753001715266
354,PA720538,48.635235732009924,51.36476426799007
355,PA720546,26.557377049180324,73.44262295081967
356,PA720552,61.97478991596639,38.02521008403361
357,PA720560,66.66666666666666,33.33333333333333
358,PA720568,59.551886792452834,40.44811320754717
359,PA720576,60.74074074074074,39.25925925925926
360,PA720586,32.48730964467005,67.51269035532995
361,PA720590,69.23076923076923,30.76923076923077
362,PA720598,60.16949152542372,39.83050847457627
363,PA720606,38.256658595641646,61.743341404358354
364,PA720614,54.66101694915254,45.33898305084746
365,PA720622,49.84293193717277,20.104712041884817
366,PA720630,38.657171922685656,61.34282807731435
367,PA720644,40.06024096385542,59.93975903614458
368,PA720652,63.63636363636363,36.36363636363637
369,PA720664,52.09580838323353,47.90419161676647
370,PA720672,40.625,59.375
371,PA720684,35.44715447154472,64.55284552845528
372,PA720692,31.0,69.0
373,PA720696,37.254901960784316,62.745098039215684
374,PA720704,58.484848484848484,41.515151515151516
375,PA720720,48.01864801864802,51.981351981351985
376,PA720728,65.0130548302872,34.9869451697128
377,PA720738,70.74468085106383,29.25531914893617
378,PA720746,24.89905787348587,75.10094212651414
379,PA720754,64.375,35.625
380,PA720764,54.46428571428571,45.535714285714285
381,PA720772,63.1578947368421,36.84210526315789
382,PA720780,68.14285714285714,31.857142857142858
383,PA720790,49.14529914529914,50.85470085470085
384,PA720802,32.0,68.0
385,PA720806,67.3529411764706,32.64705882352941
386,PA720814,58.028169014084504,41.971830985915496
387,PA720822,47.61904761904761,52.38095238095239
388,PA720830,69.98961578400831,30.010384215991692
389,PA720846,33.146067415730336,66.85393258426966
390,PA720854,64.71371504660452,35.28628495339547
391,PA720862,63.894523326572006,36.105476673427994
392,PA720870,64.68023255813954,35.31976744186046
393,PA720878,66.83738796414853,33.162612035851474
394,PA720892,31.092436974789916,68.90756302521008
395,PA720900,67.62778505897772,32.37221494102228
396,PA720908,66.58385093167702,33.41614906832298
397,PA720916,64.95468277945619,35.04531722054381
398,PA720928,80.7017543859649,19.298245614035086
399,PA720932,69.00958466453673,30.990415335463258
400,PA720944,70.41719342604299,29.582806573957015
401,PA720952,49.79919678714859,50.20080321285141
402,PA720960,46.56084656084656,53.43915343915344
403,PA720968,43.07304785894207,56.92695214105793
404,PA720976,26.633165829145728,73.36683417085426
405,PA720988,37.24137931034483,62.758620689655174
406,PA720996,40.0,60.0
407,PA721004,52.013422818791945,47.98657718120805
408,PA721012,45.91836734693878,54.08163265306123
409,PA721024,66.57824933687002,33.42175066312997
410,PA721036,35.099337748344375,64.90066225165563
411,PA721046,34.39306358381503,65.60693641618496
412,PA721054,40.26548672566372,59.73451327433629
413,PA721062,36.77042801556421,63.22957198443579
414,PA721070,46.06741573033708,53.93258426966292
415,PA721094,26.582278481012654,73.41772151898735
416,PA721110,31.838565022421523,68.16143497757847
417,PA721118,43.005181347150256,56.994818652849744
418,PA721126,27.505827505827508,72.49417249417249
419,PA721134,67.55952380952381,32.44047619047619
420,PA721142,44.983818770226534,55.016181229773466
421,PA721150,69.59876543209876,30.401234567901238
422,PA721158,65.26315789473685,34.73684210526316
