;idVotant;Genre;Nom;Prénom;date_naissance;wikilink;age;Identité;CSP
217;PA721024;Mme;Genetet;Anne;;Anne_Genetet;57;Genetet Anne;Professions libérales et assimilés
218;PA721352;Mme;Cazarian;Danièle;;Danièle_Cazarian;55;Cazarian Danièle;Chefs d'entreprise de 10 salariés ou plus
219;PA721888;M.;Raphan;Pierre-Alain;;Pierre-Alain_Raphan;37;Raphan Pierre-Alain;Chefs d'entreprise de 10 salariés ou plus
220;PA721908;Mme;Braun-Pivet;Yaël;;Yaël_Braun-Pivet;50;Braun-Pivet Yaël;Professions libérales et assimilés
221;PA722070;M.;Henriet;Pierre;;Pierre_Henriet;29;Henriet Pierre;Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés
222;PA718784;M.;Pauget;Éric;;Éric_Pauget;50;Pauget Éric;Cadres d'entreprise
223;PA721984;M.;Latombe;Philippe;;Philippe_Latombe;45;Latombe Philippe;Cadres d'entreprise
224;PA721486;M.;Naegelen;Christophe;;Christophe_Naegelen;37;Naegelen Christophe;Chefs d'entreprise de 10 salariés ou plus
225;PA718868;M.;Larive;Michel;;Michel_Larive;54;Larive Michel;Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés
226;PA720430;M.;Bernalicis;Ugo;;Ugo_Bernalicis;31;Bernalicis Ugo;Employés de la fonction publique
227;PA721960;Mme;Obono;Danièle;;Danièle_Obono;40;Obono Danièle;Cadres de la fonction publique, professions intellectuelles et artistiques
228;PA722202;M.;Jumel;Sébastien;;Sébastien_Jumel;49;Jumel Sébastien;Cadres de la fonction publique, professions intellectuelles et artistiques
229;PA720546;M.;Bruneel;Alain;;Alain_Bruneel;68;Bruneel Alain;Anciens cadres et professions intermédiaires
230;PA755549;M.;Brial;Sylvain;;Sylvain_Brial;56;Brial Sylvain;Chefs d'entreprise de 10 salariés ou plus
231;PA721932;Mme;Lorho;Marie-France;;Marie-France_Lorho;56;Lorho Marie-France;Professions intermédiaires administratives et commerciales des entreprises
232;PA721262;M.;Vuilletet;Guillaume;;Guillaume_Vuilletet;53;Vuilletet Guillaume;Cadres d'entreprise
233;PA606202;Mme;Dumas;Françoise;1960-04-12;Françoise_Dumas;60;Dumas Françoise;Cadres de la fonction publique, professions intellectuelles et artistiques
234;PA717379;M.;Maillard;Sylvain;;Sylvain_Maillard;46;Maillard Sylvain;Chefs d'entreprise de 10 salariés ou plus
235;PA719440;M.;Cellier;Anthony;;Anthony_Cellier;45;Cellier Anthony;Cadres d'entreprise
236;PA719512;Mme;Vignon;Corinne;;Corinne_Vignon;57;Vignon Corinne;Cadres d'entreprise
237;PA721142;Mme;Forteza;Paula;;Paula_Forteza;34;Forteza Paula;Cadres d'entreprise
238;PA721278;M.;Anato;Patrice;;Patrice_Anato;44;Anato Patrice;Professions libérales et assimilés
239;PA721426;Mme;Riotton;Véronique;;Véronique_Riotton;51;Riotton Véronique;Cadres d'entreprise
240;PA721434;Mme;Lardet;Frédérique;;Frédérique_Lardet;54;Lardet Frédérique;Cadres d'entreprise
241;PA721710;Mme;Peyron;Michèle;;Michèle_Peyron;59;Peyron Michèle;Cadres d'entreprise
242;PA722038;M.;Adam;Damien;;Damien_Adam;31;Adam Damien;Cadres d'entreprise
243;PA722292;M.;Rudigoz;Thomas;;Thomas_Rudigoz;50;Rudigoz Thomas;Sans profession déclarée
244;PA721742;Mme;Florennes;Isabelle;;Isabelle_Florennes;53;Florennes Isabelle;Cadres de la fonction publique, professions intellectuelles et artistiques
245;PA722374;M.;Isaac-Sibille;Cyrille;;Cyrille_Isaac-Sibille;62;Isaac-Sibille Cyrille;Professions libérales et assimilés
246;PA720468;M.;Chenu;Sébastien;;Sébastien_Chenu;47;Chenu Sébastien;Cadres d'entreprise
247;PA718728;Mme;Vanceunebrock;Laurence;;Laurence_Vanceunebrock;50;Vanceunebrock Laurence;Employés de la fonction publique
248;PA672;M.;Bridey;Jean-Jacques;1953-05-07;Jean-Jacques_Bridey;67;Bridey Jean-Jacques;Cadres d'entreprise
249;PA718756;Mme;Bono-Vandorme;Aude;;Aude_Bono-Vandorme;58;Bono-Vandorme Aude;Cadres de la fonction publique, professions intellectuelles et artistiques
250;PA719350;Mme;Tamarelle-Verhaeghe;Marie;;Marie_Tamarelle-Verhaeghe;58;Tamarelle-Verhaeghe Marie;Cadres de la fonction publique, professions intellectuelles et artistiques
251;PA719364;Mme;O'Petit;Claire;;Claire_O'Petit;71;O'Petit Claire;Anciens artisans, commerçants, chefs d'entreprise
252;PA719550;Mme;Tanguy;Liliana;;Liliana_Tanguy;53;Tanguy Liliana;Cadres de la fonction publique, professions intellectuelles et artistiques
253;PA719692;M.;Eliaou;Jean-François;;Jean-François_Eliaou;64;Eliaou Jean-François;Cadres de la fonction publique, professions intellectuelles et artistiques
254;PA719770;M.;Bachelier;Florian;;Florian_Bachelier;41;Bachelier Florian;Chefs d'entreprise de 10 salariés ou plus
255;PA719858;Mme;Limon;Monique;;Monique_Limon;67;Limon Monique;Anciens cadres et professions intermédiaires
256;PA720116;Mme;Brunet;Anne-France;;Anne-France_Brunet;58;Brunet Anne-France;Professions libérales et assimilés
257;PA720170;Mme;Grandjean;Carole;;Carole_Grandjean;37;Grandjean Carole;Cadres d'entreprise
258;PA720202;Mme;Krimi;Sonia;;Sonia_Krimi;38;Krimi Sonia;Cadres d'entreprise
259;PA720854;M.;Testé;Stéphane;;Stéphane_Testé;52;Testé Stéphane;Cadres de la fonction publique, professions intellectuelles et artistiques
260;PA720960;M.;Serva;Olivier;;Olivier_Serva;46;Serva Olivier;Professions libérales et assimilés
261;PA721328;Mme;Brugnera;Anne;;Anne_Brugnera;50;Brugnera Anne;Cadres de la fonction publique, professions intellectuelles et artistiques
262;PA721600;Mme;Rossi;Laurianne;;Laurianne_Rossi;36;Rossi Laurianne;Cadres d'entreprise
263;PA722022;Mme;Romeiro Dias;Laëtitia;;Laëtitia_Romeiro Dias;40;Romeiro Dias Laëtitia;Cadres d'entreprise
264;PA722062;Mme;Granjus;Florence;;Florence_Granjus;58;Granjus Florence;Cadres de la fonction publique, professions intellectuelles et artistiques
265;PA722178;M.;Maire;Jacques;;Jacques_Maire_(homme_politique);58;Maire Jacques;Cadres de la fonction publique, professions intellectuelles et artistiques
266;PA702054;M.;Claireaux;Stéphane;1964-06-23;Stéphane_Claireaux;56;Claireaux Stéphane;Commerçants et assimilés
267;PA719326;Mme;Gipson;Séverine;;Séverine_Gipson;50;Gipson Séverine;Cadres d'entreprise
268;PA722090;Mme;Pételle;Bénédicte;;Bénédicte_Pételle;49;Pételle Bénédicte;Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés
269;PA720516;Mme;Morlighem;Florence;;Florence_Morlighem;50;Morlighem Florence;Cadres d'entreprise
270;PA719736;Mme;Galliard-Minier;Camille;;Camille_Galliard-Minier;45;Galliard-Minier Camille;Professions libérales et assimilés
271;PA606098;M.;Marleix;Olivier;1971-02-06;Olivier_Marleix;50;Marleix Olivier;Cadres de la fonction publique, professions intellectuelles et artistiques
272;PA721816;M.;Boucard;Ian;;Ian_Boucard;32;Boucard Ian;Cadres de la fonction publique, professions intellectuelles et artistiques
273;PA643089;M.;Thiériot;Jean-Louis;;Jean-Louis_Thiériot;51;Thiériot Jean-Louis;Professions libérales et assimilés
274;PA721832;Mme;Boëlle;Sandra;;Sandra_Boëlle;59;Boëlle Sandra;Inactifs divers (autres que retraités)
275;PA722308;Mme;Serre;Nathalie;;Nathalie_Serre;52;Serre Nathalie;Sans profession déclarée
276;PA719488;M.;Berta;Philippe;;Philippe_Berta;60;Berta Philippe;Cadres de la fonction publique, professions intellectuelles et artistiques
277;PA720256;Mme;Bannier;Géraldine;;Géraldine_Bannier;41;Bannier Géraldine;Cadres de la fonction publique, professions intellectuelles et artistiques
278;PA720326;M.;Hammouche;Brahim;;Brahim_Hammouche;49;Hammouche Brahim;Professions libérales et assimilés
279;PA721182;M.;Petit;Frédéric;;Frédéric_Petit_(homme_politique,_1961);60;Petit Frédéric;Cadres d'entreprise
280;PA722162;M.;Turquois;Nicolas;;Nicolas_Turquois;48;Turquois Nicolas;Agriculteurs exploitants
281;PA720568;Mme;Thill;Agnès;;Agnès_Thill;56;Thill Agnès;Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés
282;PA342601;M.;Brindeau;Pascal;;Pascal_Brindeau;46;Brindeau Pascal;Cadres d'entreprise
283;PA720286;Mme;Fiat;Caroline;;Caroline_Fiat;44;Fiat Caroline;Ouvriers qualifiés
284;PA722126;M.;Chiche;Guillaume;;Guillaume_Chiche;34;Chiche Guillaume;Cadres d'entreprise
285;PA721896;Mme;Faucillon;Elsa;;Elsa_Faucillon;39;Faucillon Elsa;Employés administratifs d'entreprise
286;PA719194;Mme;de Courson;Yolaine;;Yolaine_de Courson;66;de Courson Yolaine;Anciens artisans, commerçants, chefs d'entreprise
287;PA720162;M.;Bolo;Philippe;;Philippe_Bolo;53;Bolo Philippe;Cadres d'entreprise
288;PA336175;Mme;Pinel;Sylvia;1977-09-28;Sylvia_Pinel;43;Pinel Sylvia;Sans profession déclarée
289;PA606507;M.;Boudié;Florent;1973-09-22;Florent_Boudié;47;Boudié Florent;Cadres de la fonction publique, professions intellectuelles et artistiques
290;PA720944;Mme;Park;Zivka;;Zivka_Park;36;Park Zivka;Cadres d'entreprise
291;PA721702;M.;Fauvergue;Jean-Michel;;Jean-Michel_Fauvergue;64;Fauvergue Jean-Michel;Cadres de la fonction publique, professions intellectuelles et artistiques
292;PA330240;M.;Ciotti;Éric;1965-09-28;Éric_Ciotti;55;Ciotti Éric;Sans profession déclarée
293;PA267200;M.;Huyghe;Sébastien;1969-10-25;Sébastien_Huyghe;51;Huyghe Sébastien;Professions libérales et assimilés
294;PA267429;M.;Cinieri;Dino;1955-07-09;Dino_Cinieri;65;Cinieri Dino;Cadres d'entreprise
295;PA609726;M.;Aubert;Julien;1978-06-11;Julien_Aubert;42;Aubert Julien;Cadres de la fonction publique, professions intellectuelles et artistiques
296;PA720684;M.;Dumont;Pierre-Henri;;Pierre-Henri_Dumont;33;Dumont Pierre-Henri;Cadres de la fonction publique, professions intellectuelles et artistiques
297;PA643103;M.;Ferrara;Jean-Jacques;;Jean-Jacques_Ferrara;53;Ferrara Jean-Jacques;Professions libérales et assimilés
298;PA720100;M.;Pradié;Aurélien;;Aurélien_Pradié;34;Pradié Aurélien;Cadres d'entreprise
299;PA721474;M.;Viry;Stéphane;;Stéphane_Viry;51;Viry Stéphane;Professions libérales et assimilés
300;PA721418;M.;Mignola;Patrick;;Patrick_Mignola;49;Mignola Patrick;Chefs d'entreprise de 10 salariés ou plus
301;PA719266;M.;Cubertafon;Jean-Pierre;;Jean-Pierre_Cubertafon;73;Cubertafon Jean-Pierre;Anciens artisans, commerçants, chefs d'entreprise
302;PA719558;M.;Balanant;Erwan;;Erwan_Balanant;50;Balanant Erwan;Cadres de la fonction publique, professions intellectuelles et artistiques
303;PA719874;Mme;Jacquier-Laforge;Élodie;;Élodie_Jacquier-Laforge;42;Jacquier-Laforge Élodie;Cadres d'entreprise
304;PA268019;M.;Lagarde;Jean-Christophe;1967-10-24;Jean-Christophe_Lagarde;53;Lagarde Jean-Christophe;Cadres d'entreprise
305;PA267330;M.;Zumkeller;Michel;1966-01-21;Michel_Zumkeller;55;Zumkeller Michel;Professions libérales et assimilés
306;PA1198;Mme;Dumont;Laurence;1958-06-02;Laurence_Dumont;62;Dumont Laurence;Cadres de la fonction publique, professions intellectuelles et artistiques
307;PA1592;M.;Habib;David;1961-03-16;David_Habib;59;Habib David;Cadres d'entreprise
308;PA608695;Mme;Untermaier;Cécile;1951-12-28;Cécile_Untermaier;69;Untermaier Cécile;Cadres de la fonction publique, professions intellectuelles et artistiques
309;PA267306;M.;Chassaigne;André;1950-07-02;André_Chassaigne;70;Chassaigne André;Cadres de la fonction publique, professions intellectuelles et artistiques
310;PA720996;M.;El Guerrab;M'jid;;M'jid_El Guerrab;37;El Guerrab M'jid;Cadres d'entreprise
311;PA2828;M.;Tourret;Alain;1947-12-25;Alain_Tourret;73;Tourret Alain;Professions libérales et assimilés
312;PA721880;Mme;Guévenoux;Marie;;Marie_Guévenoux;44;Guévenoux Marie;Professions libérales et assimilés
313;PA718744;Mme;Bagarry;Delphine;;Delphine_Bagarry;51;Bagarry Delphine;Professions libérales et assimilés
314;PA719330;M.;Gouttefarde;Fabien;;Fabien_Gouttefarde;42;Gouttefarde Fabien;Cadres de la fonction publique, professions intellectuelles et artistiques
315;PA719624;Mme;Couillard;Bérangère;;Bérangère_Couillard;34;Couillard Bérangère;Cadres d'entreprise
316;PA719660;Mme;Dubos;Christelle;;Christelle_Dubos;44;Dubos Christelle;Cadres de la fonction publique, professions intellectuelles et artistiques
317;PA719748;Mme;Chalas;Émilie;;Émilie_Chalas;43;Chalas Émilie;Cadres de la fonction publique, professions intellectuelles et artistiques
318;PA720066;Mme;Rist;Stéphanie;;Stéphanie_Rist;47;Rist Stéphanie;Cadres de la fonction publique, professions intellectuelles et artistiques
319;PA720552;Mme;Rauch;Isabelle;;Isabelle_Rauch;52;Rauch Isabelle;Professions libérales et assimilés
320;PA720916;Mme;Lazaar;Fiona;;Fiona_Lazaar;35;Lazaar Fiona;Cadres d'entreprise
321;PA721364;M.;Gauvain;Raphaël;;Raphaël_Gauvain;47;Gauvain Raphaël;Professions libérales et assimilés
322;PA722102;Mme;Vidal;Annie;;Annie_Vidal;64;Vidal Annie;Cadres de la fonction publique, professions intellectuelles et artistiques
323;PA923;M.;Cornut-Gentille;François;1958-05-22;François_Cornut-Gentille;62;Cornut-Gentille François;Cadres d'entreprise
324;PA712015;M.;Dive;Julien;1985-05-21;Julien_Dive;35;Dive Julien;Cadres d'entreprise
325;PA748954;M.;Savignat;Antoine;;Antoine_Savignat;45;Savignat Antoine;Professions libérales et assimilés
326;PA720976;M.;Mathiasin;Max;;Max_Mathiasin;65;Mathiasin Max;Cadres de la fonction publique, professions intellectuelles et artistiques
327;PA702052;Mme;Sage;Maina;1975-05-10;Maina_Sage;45;Sage Maina;Cadres d'entreprise
328;PA332228;M.;Benoit;Thierry;1966-09-13;Thierry_Benoit;54;Benoit Thierry;Cadres d'entreprise
329;PA337483;M.;Letchimy;Serge;1953-01-13;Serge_Letchimy;68;Letchimy Serge;Cadres d'entreprise
330;PA643145;Mme;Vainqueur-Christophe;Hélène;1956-05-06;Hélène_Vainqueur-Christophe;64;Vainqueur-Christophe Hélène;Professions libérales et assimilés
331;PA719146;M.;Acquaviva;Jean-Félix;;Jean-Félix_Acquaviva;47;Acquaviva Jean-Félix;Cadres d'entreprise
332;PA2150;M.;Mélenchon;Jean-Luc;;Jean-Luc_Mélenchon;69;Mélenchon Jean-Luc;Cadres de la fonction publique, professions intellectuelles et artistiques
333;PA610667;M.;Serville;Gabriel;1959-09-27;Gabriel_Serville;61;Serville Gabriel;Cadres de la fonction publique, professions intellectuelles et artistiques
334;PA721118;M.;Brotherson;Moetai;;Moetai_Brotherson;51;Brotherson Moetai;Sans profession déclarée
335;PA719632;Mme;Panonacle;Sophie;;Sophie_Panonacle;52;Panonacle Sophie;Sans profession déclarée
336;PA719718;Mme;Maillart-Méhaignerie;Laurence;;Laurence_Maillart-Méhaignerie;53;Maillart-Méhaignerie Laurence;Commerçants et assimilés
337;PA720538;Mme;De Temmerman;Jennifer;;Jennifer_De Temmerman;44;De Temmerman Jennifer;Cadres de la fonction publique, professions intellectuelles et artistiques
338;PA721372;M.;Pichereau;Damien;;Damien_Pichereau;33;Pichereau Damien;Employés de commerce
339;PA722000;M.;Buchou;Stéphane;;Stéphane_Buchou;46;Buchou Stéphane;Cadres d'entreprise
340;PA267204;M.;Sermier;Jean-Marie;1961-03-05;Jean-Marie_Sermier;59;Sermier Jean-Marie;Agriculteurs exploitants
341;PA721530;Mme;Luquet;Aude;;Aude_Luquet;53;Luquet Aude;Cadres de la fonction publique, professions intellectuelles et artistiques
342;PA2449;M.;Pont;Jean-Pierre;;Jean-Pierre_Pont;70;Pont Jean-Pierre;Professions libérales et assimilés
343;PA719592;M.;Simian;Benoit;;Benoît_Simian;37;Simian Benoit;Cadres d'entreprise
344;PA719652;Mme;Hammerer;Véronique;;Véronique_Hammerer;52;Hammerer Véronique;Cadres de la fonction publique, professions intellectuelles et artistiques
345;PA719778;M.;Jolivet;François;;François_Jolivet;54;Jolivet François;Cadres d'entreprise
346;PA719972;Mme;Sarles;Nathalie;;Nathalie_Sarles;58;Sarles Nathalie;Employés administratifs d'entreprise
347;PA720138;Mme;Saint-Paul;Laetitia;;Laëtitia_Saint-Paul;40;Saint-Paul Laetitia;Cadres de la fonction publique, professions intellectuelles et artistiques
348;PA720190;M.;Sorre;Bertrand;;Bertrand_Sorre;55;Sorre Bertrand;Employés de la fonction publique
349;PA720278;M.;Orphelin;Matthieu;;Matthieu_Orphelin;48;Orphelin Matthieu;Cadres d'entreprise
350;PA720414;M.;Perrot;Patrice;;Patrice_Perrot;57;Perrot Patrice;Chefs d'entreprise de 10 salariés ou plus
351;PA721166;Mme;Cazebonne;Samantha;;Samantha_Cazebonne;49;Cazebonne Samantha;Cadres de la fonction publique, professions intellectuelles et artistiques
352;PA721458;M.;Roseren;Xavier;;Xavier_Roseren;51;Roseren Xavier;Commerçants et assimilés
353;PA2377;M.;Perrut;Bernard;1957-01-24;Bernard_Perrut;64;Perrut Bernard;Professions libérales et assimilés
354;PA856;M.;Cherpion;Gérard;1948-03-15;Gérard_Cherpion;72;Cherpion Gérard;Professions libérales et assimilés
355;PA2155;M.;Menuel;Gérard;1952-05-07;Gérard_Menuel;68;Menuel Gérard;Agriculteurs exploitants
356;PA720586;M.;Vatin;Pierre;;Pierre_Vatin;53;Vatin Pierre;Cadres de la fonction publique, professions intellectuelles et artistiques
357;PA267324;M.;Gaultier;Jean-Jacques;;Jean-Jacques_Gaultier;57;Gaultier Jean-Jacques;Professions libérales et assimilés
358;PA267527;M.;Saddier;Martial;1969-10-15;Martial_Saddier;51;Saddier Martial;Anciens cadres et professions intermédiaires
359;PA718838;M.;Brun;Fabrice;;Fabrice_Brun;52;Brun Fabrice;Commerçants et assimilés
360;PA721968;M.;Vialay;Michel;;Michel_Vialay;61;Vialay Michel;Cadres d'entreprise
361;PA267735;M.;de Ganay;Claude;1953-09-05;Claude_de Ganay;67;de Ganay Claude;Sans profession déclarée
362;PA267785;M.;Larrivé;Guillaume;1977-01-24;Guillaume_Larrivé;44;Larrivé Guillaume;Professions libérales et assimilés
363;PA267318;M.;Grelier;Jean-Carles;;Jean-Carles_Grelier;54;Grelier Jean-Carles;Professions libérales et assimilés
364;PA718884;Mme;Bazin-Malgras;Valérie;;Valérie_Bazin-Malgras;51;Bazin-Malgras Valérie;Cadres d'entreprise
365;PA346054;M.;Maquet;Emmanuel;;Emmanuel_Maquet;52;Maquet Emmanuel;Cadres d'entreprise
366;PA330909;M.;Descoeur;Vincent;;Vincent_Descoeur;58;Descoeur Vincent;Cadres de la fonction publique, professions intellectuelles et artistiques
367;PA1695;M.;Jacob;Christian;1959-12-04;Christian_Jacob;61;Jacob Christian;Agriculteurs exploitants
368;PA720764;Mme;Lasserre;Florence;;Florence_Lasserre;46;Lasserre Florence;Employés administratifs d'entreprise
369;PA720968;Mme;Benin;Justine;;Justine_Benin;45;Benin Justine;Cadres de la fonction publique, professions intellectuelles et artistiques
370;PA722284;M.;Fuchs;Bruno;;Bruno_Fuchs;61;Fuchs Bruno;Chefs d'entreprise de 10 salariés ou plus
371;PA610775;M.;Gomès;Philippe;1958-10-27;Philippe_Gomès;62;Gomès Philippe;Cadres de la fonction publique, professions intellectuelles et artistiques
372;PA722110;M.;Wulfranc;Hubert;;Hubert_Wulfranc;64;Wulfranc Hubert;Cadres de la fonction publique, professions intellectuelles et artistiques
373;PA722252;Mme;Rixain;Marie-Pierre;;Marie-Pierre_Rixain;44;Rixain Marie-Pierre;Professions libérales et assimilés
374;PA718944;Mme;Racon-Bouzon;Cathy;;Cathy_Racon-Bouzon;44;Racon-Bouzon Cathy;Cadres d'entreprise
375;PA720402;M.;Paluszkiewicz;Xavier;;Xavier_Paluszkiewicz;48;Paluszkiewicz Xavier;Employés administratifs d'entreprise
376;PA720480;Mme;Lecocq;Charlotte;;Charlotte_Lecocq;43;Lecocq Charlotte;Chefs d'entreprise de 10 salariés ou plus
377;PA643205;Mme;Lang;Anne-Christine;1961-08-10;Anne-Christine_Lang;59;Lang Anne-Christine;Cadres de la fonction publique, professions intellectuelles et artistiques
378;PA331835;Mme;Iborra;Monique;1945-03-08;Monique_Iborra;75;Iborra Monique;Anciens cadres et professions intermédiaires
379;PA719520;M.;Nogal;Mickaël;;Mickaël_Nogal;30;Nogal Mickaël;Professions libérales et assimilés
380;PA719310;Mme;de Lavergne;Célia;;Célia_de Lavergne;41;de Lavergne Célia;Cadres d'entreprise
381;PA719496;M.;Cabaré;Pierre;;Pierre_Cabaré;63;Cabaré Pierre;Artisans
382;PA719570;Mme;Fabre;Catherine;;Catherine_Fabre;42;Fabre Catherine;Cadres de la fonction publique, professions intellectuelles et artistiques
383;PA720014;Mme;Tiegna;Huguette;;Huguette_Tiegna;38;Tiegna Huguette;Cadres de la fonction publique, professions intellectuelles et artistiques
384;PA718780;Mme;Trastour-Isnart;Laurence;;Laurence_Trastour-Isnart;48;Trastour-Isnart Laurence;Cadres de la fonction publique, professions intellectuelles et artistiques
385;PA720092;M.;Ramos;Richard;;Richard_Ramos;52;Ramos Richard;Cadres d'entreprise
386;PA609332;M.;Faure;Olivier;1968-08-18;Olivier_Faure_(homme_politique);52;Faure Olivier;Cadres d'entreprise
387;PA719578;M.;Prud'homme;Loïc;;Loïc_Prud'homme;51;Prud'homme Loïc;Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés
388;PA718682;M.;Trompille;Stéphane;;Stéphane_Trompille;38;Trompille Stéphane;Employés de commerce
389;PA719130;Mme;Michel;Monica;;Monica_Michel;65;Michel Monica;Cadres d'entreprise
390;PA720046;Mme;Dufeu;Audrey;;Audrey_Dufeu;40;Dufeu Audrey;Cadres d'entreprise
391;PA721522;M.;Batut;Xavier;;Xavier_Batut; a;Batut Xavier;Cadres d'entreprise
392;PA722134;M.;Fiévet;Jean-Marie;;Jean-Marie_Fiévet;56;Fiévet Jean-Marie;Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés
393;PA722320;M.;Lejeune;Christophe;;Christophe_Lejeune;51;Lejeune Christophe;Professions libérales et assimilés
394;PA720696;Mme;Descamps;Béatrice;;Béatrice_Descamps_(femme_politique,_1961);59;Descamps Béatrice;Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés
395;PA333285;M.;Garot;Guillaume;1966-05-29;Guillaume_Garot;54;Garot Guillaume;Cadres de la fonction publique, professions intellectuelles et artistiques
396;PA718860;Mme;Taurine;Bénédicte;;Bénédicte_Taurine;44;Taurine Bénédicte;Cadres de la fonction publique, professions intellectuelles et artistiques
397;PA719676;Mme;Ressiguier;Muriel;;Muriel_Ressiguier;43;Ressiguier Muriel;Employés de la fonction publique
398;PA721226;Mme;Rubin;Sabine;;Sabine_Rubin;60;Rubin Sabine;Cadres de la fonction publique, professions intellectuelles et artistiques
399;PA718794;Mme;Hérin;Danièle;;Danièle_Hérin;74;Hérin Danièle;Anciens cadres et professions intermédiaires
400;PA720342;Mme;Le Peih;Nicole;;Nicole_Le Peih;61;Le Peih Nicole;Agriculteurs exploitants
401;PA721036;M.;Adam;Lénaïck;;Lénaïck_Adam;29;Adam Lénaïck;Cadres d'entreprise
402;PA721624;Mme;Avia;Laetitia;;Laetitia_Avia;35;Avia Laetitia;Professions libérales et assimilés
403;PA722344;M.;Julien-Laferrière;Hubert;;Hubert_Julien-Laferrière;55;Julien-Laferrière Hubert;Cadres de la fonction publique, professions intellectuelles et artistiques
404;PA267440;M.;Diard;Éric;;Éric_Diard;55;Diard Éric;Professions libérales et assimilés
405;PA722030;M.;Bournazel;Pierre-Yves;;Pierre-Yves_Bournazel;43;Bournazel Pierre-Yves;Commerçants et assimilés
406;PA335999;Mme;Batho;Delphine;1973-03-23;Delphine_Batho;47;Batho Delphine;Cadres de la fonction publique, professions intellectuelles et artistiques
407;PA335612;M.;Lecoq;Jean-Paul;;Jean-Paul_Lecoq;62;Lecoq Jean-Paul;Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés
408;PA719480;M.;Gaillard;Olivier;;Olivier_Gaillard_(homme_politique);54;Gaillard Olivier;Cadres de la fonction publique, professions intellectuelles et artistiques
409;PA721314;M.;Schellenberger;Raphaël;;Raphaël_Schellenberger;31;Schellenberger Raphaël;Cadres de la fonction publique, professions intellectuelles et artistiques
410;PA721608;M.;Bourlanges;Jean-Louis;;Jean-Louis_Bourlanges;74;Bourlanges Jean-Louis;Cadres de la fonction publique, professions intellectuelles et artistiques
411;PA421348;M.;Villiers;André;;André_Villiers_(homme_politique);66;Villiers André;Agriculteurs exploitants
412;PA607155;M.;Daniel;Yves;1954-07-31;Yves_Daniel;66;Daniel Yves;Anciens agriculteurs exploitants
413;PA718876;M.;Besson-Moreau;Grégory;;Grégory_Besson-Moreau;38;Besson-Moreau Grégory;Chefs d'entreprise de 10 salariés ou plus
414;PA718894;M.;Dombreval;Loïc;;Loïc_Dombreval;54;Dombreval Loïc;Chefs d'entreprise de 10 salariés ou plus
415;PA719700;M.;Huppé;Philippe;;Philippe_Huppé;53;Huppé Philippe;Cadres de la fonction publique, professions intellectuelles et artistiques
416;PA336316;M.;Bouchet;Jean-Claude;1957-05-02;Jean-Claude_Bouchet;63;Bouchet Jean-Claude;Chefs d'entreprise de 10 salariés ou plus
417;PA760658;M.;Chouat;Francis;;Francis_Chouat;72;Chouat Francis;Anciens cadres et professions intermédiaires
418;PA1276;M.;Fanget;Michel;;Michel_Fanget;70;Fanget Michel;Professions libérales et assimilés
419;PA718910;Mme;Pitollat;Claire;;Claire_Pitollat;41;Pitollat Claire;Cadres d'entreprise
420;PA719842;M.;Laabid;Mustapha;;Mustapha_Laabid;51;Laabid Mustapha;Cadres d'entreprise
421;PA720074;Mme;Janvier;Caroline;;Caroline_Janvier;38;Janvier Caroline;Cadres d'entreprise
422;PA720932;M.;Da Silva;Dominique;;Dominique_Da_Silva_(homme_politique);52;Da Silva Dominique;Commerçants et assimilés
423;PA721336;Mme;Brocard;Blandine;;Blandine_Brocard;39;Brocard Blandine;Employés administratifs d'entreprise
424;PA689;Mme;Buffet;Marie-George;1949-05-07;Marie-George_Buffet;71;Buffet Marie-George;Employés administratifs d'entreprise
425;PA718768;Mme;Valetta Ardisson;Alexandra;;Alexandra_Valetta-Ardisson;44;Valetta Ardisson Alexandra;Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés
426;PA608641;M.;Blein;Yves;1954-10-12;Yves_Blein;66;Blein Yves;Cadres d'entreprise
427;PA719456;Mme;Mörch;Sandrine;;Sandrine_Mörch;59;Mörch Sandrine;Cadres de la fonction publique, professions intellectuelles et artistiques
428;PA720354;M.;Jacques;Jean-Michel;;Jean-Michel_Jacques;;Jacques Jean-Michel;Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés
429;PA720370;M.;Mendes;Ludovic;;Ludovic_Mendes;33;Mendes Ludovic;Cadres d'entreprise
430;PA267901;M.;Kamardine;Mansour;;Mansour_Kamardine;61;Kamardine Mansour;Professions libérales et assimilés
431;PA1008;M.;David;Alain;;Alain_David_(homme_politique);71;David Alain;Cadres d'entreprise
432;PA720988;Mme;Manin;Josette;;Josette_Manin;70;Manin Josette;Anciens cadres et professions intermédiaires
