,idVotant,Genre,Nom,Prénom,date_naissance,wikilink,age
375,PA720402,M.,Paluszkiewicz,Xavier,,Xavier_Paluszkiewicz,48
376,PA720480,Mme,Lecocq,Charlotte,,Charlotte_Lecocq,43
377,PA643205,Mme,Lang,Anne-Christine,1961-08-10,Anne-Christine_Lang,59
378,PA331835,Mme,Iborra,Monique,1945-03-08,Monique_Iborra,75
379,PA719520,M.,Nogal,Mickaël,,Mickaël_Nogal,30
380,PA719310,Mme,de Lavergne,Célia,,Célia_de Lavergne,41
381,PA719496,M.,Cabaré,Pierre,,Pierre_Cabaré,63
382,PA719570,Mme,Fabre,Catherine,,Catherine_Fabre,42
383,PA720014,Mme,Tiegna,Huguette,,Huguette_Tiegna,38
384,PA718780,Mme,Trastour-Isnart,Laurence,,Laurence_Trastour-Isnart,48
385,PA720092,M.,Ramos,Richard,,Richard_Ramos,52
386,PA609332,M.,Faure,Olivier,1968-08-18,Olivier_Faure_(homme_politique),52
387,PA719578,M.,Prud'homme,Loïc,,Loïc_Prud'homme,51
388,PA718682,M.,Trompille,Stéphane,,Stéphane_Trompille,38
389,PA719130,Mme,Michel,Monica,,Monica_Michel,65
390,PA720046,Mme,Dufeu,Audrey,,Audrey_Dufeu,40
391,PA721522,M.,Batut,Xavier,,Xavier_Batut, a
392,PA722134,M.,Fiévet,Jean-Marie,,Jean-Marie_Fiévet,56
393,PA722320,M.,Lejeune,Christophe,,Christophe_Lejeune,51
394,PA720696,Mme,Descamps,Béatrice,,"Béatrice_Descamps_(femme_politique,_1961)",59
395,PA333285,M.,Garot,Guillaume,1966-05-29,Guillaume_Garot,54
396,PA718860,Mme,Taurine,Bénédicte,,Bénédicte_Taurine,44
397,PA719676,Mme,Ressiguier,Muriel,,Muriel_Ressiguier,43
398,PA721226,Mme,Rubin,Sabine,,Sabine_Rubin,60
399,PA718794,Mme,Hérin,Danièle,,Danièle_Hérin,74
400,PA720342,Mme,Le Peih,Nicole,,Nicole_Le Peih,61
401,PA721036,M.,Adam,Lénaïck,,Lénaïck_Adam,29
402,PA721624,Mme,Avia,Laetitia,,Laetitia_Avia,35
403,PA722344,M.,Julien-Laferrière,Hubert,,Hubert_Julien-Laferrière,55
404,PA267440,M.,Diard,Éric,,Éric_Diard,55
405,PA722030,M.,Bournazel,Pierre-Yves,,Pierre-Yves_Bournazel,43
406,PA335999,Mme,Batho,Delphine,1973-03-23,Delphine_Batho,47
407,PA335612,M.,Lecoq,Jean-Paul,,Jean-Paul_Lecoq,62
408,PA719480,M.,Gaillard,Olivier,,Olivier_Gaillard_(homme_politique),54
409,PA721314,M.,Schellenberger,Raphaël,,Raphaël_Schellenberger,31
410,PA721608,M.,Bourlanges,Jean-Louis,,Jean-Louis_Bourlanges,74
411,PA421348,M.,Villiers,André,,André_Villiers_(homme_politique),66
412,PA607155,M.,Daniel,Yves,1954-07-31,Yves_Daniel,66
413,PA718876,M.,Besson-Moreau,Grégory,,Grégory_Besson-Moreau,38
414,PA718894,M.,Dombreval,Loïc,,Loïc_Dombreval,54
415,PA719700,M.,Huppé,Philippe,,Philippe_Huppé,53
416,PA336316,M.,Bouchet,Jean-Claude,1957-05-02,Jean-Claude_Bouchet,63
417,PA760658,M.,Chouat,Francis,,Francis_Chouat,72
418,PA1276,M.,Fanget,Michel,,Michel_Fanget,70
419,PA718910,Mme,Pitollat,Claire,,Claire_Pitollat,41
420,PA719842,M.,Laabid,Mustapha,,Mustapha_Laabid,51
421,PA720074,Mme,Janvier,Caroline,,Caroline_Janvier,38
422,PA720932,M.,Da Silva,Dominique,,Dominique_Da_Silva_(homme_politique),52
423,PA721336,Mme,Brocard,Blandine,,Blandine_Brocard,39
424,PA689,Mme,Buffet,Marie-George,1949-05-07,Marie-George_Buffet,71
425,PA718768,Mme,Valetta Ardisson,Alexandra,,Alexandra_Valetta-Ardisson,44
426,PA608641,M.,Blein,Yves,1954-10-12,Yves_Blein,66
427,PA719456,Mme,Mörch,Sandrine,,Sandrine_Mörch,59
428,PA720354,M.,Jacques,Jean-Michel,,Jean-Michel_Jacques,
429,PA720370,M.,Mendes,Ludovic,,Ludovic_Mendes,33
430,PA267901,M.,Kamardine,Mansour,,Mansour_Kamardine,61
431,PA1008,M.,David,Alain,,Alain_David_(homme_politique),71
432,PA720988,Mme,Manin,Josette,,Josette_Manin,70
433,PA588884,Mme,Autain,Clémentine,,Clémentine_Autain,47
434,PA717167,M.,Mahjoubi,Mounir,,Mounir_Mahjoubi,37
435,PA719448,Mme,Chapelier,Annie,,Annie_Chapelier,53
436,PA720952,M.,Taché,Aurélien,,Aurélien_Taché,36
437,PA722260,M.,Villani,Cédric,,Cédric_Villani,47
438,PA642935,M.,Becht,Olivier,,Olivier_Becht,44
439,PA712014,M.,Ledoux,Vincent,1966-06-21,Vincent_Ledoux,54
440,PA719072,M.,Mesnier,Thomas,,Thomas_Mesnier,34
441,PA719218,M.,Berville,Hervé,,Hervé_Berville,
442,PA721398,Mme,Degois,Typhanie,,Typhanie_Degois,28
443,PA1809,M.,Lambert,Jérôme,1957-06-07,Jérôme_Lambert_(homme_politique),63
444,PA720614,Mme,Le Pen,Marine,,Marine_Le Pen,52
445,PA720606,M.,Pajot,Ludovic,,Ludovic_Pajot,27
446,PA720664,M.,Evrard,José,,José_Evrard,75
447,PA720822,M.,Bilde,Bruno,,Bruno_Bilde,44
448,PA722390,Mme,Corneloup,Josiane,,Josiane_Corneloup,61
449,PA508,Mme,Biémouret,Gisèle,1952-06-16,Gisèle_Biémouret,68
450,PA334768,M.,Touraine,Jean-Louis,1945-10-08,Jean-Louis_Touraine,75
451,PA267289,M.,Door,Jean-Pierre,1942-04-01,Jean-Pierre_Door,78
452,PA643134,Mme,Valentin,Isabelle,,Isabelle_Valentin,59
453,PA721126,Mme,Guion-Firmin,Claire,,Claire_Guion-Firmin,63
454,PA721792,Mme,Guerel,Émilie,,Émilie_Guerel,37
455,PA721808,Mme,Crouzet,Michèle,,Michèle_Crouzet,53
456,PA722300,Mme,Khedher,Anissa,,Anissa_Khedher,40
457,PA267378,Mme,Levy,Geneviève,1948-02-24,Geneviève_Levy,73
458,PA267042,M.,Favennec-Bécot ,Yannick,1958-08-12,Yannick_Favennec_Becot,62
459,PA721094,M.,Dunoyer,Philippe,,Philippe_Dunoyer,53
460,PA718990,Mme,Blanc,Anne,,Anne_Blanc,54
461,PA719528,M.,Portarrieu,Jean-François,,Jean-François_Portarrieu,55
462,PA719822,Mme,Thillaye,Sabine,,Sabine_Thillaye,61
463,PA607090,M.,Vigier,Jean-Pierre,1969-10-22,Jean-Pierre_Vigier_(homme_politique),51
464,PA719044,Mme,Essayan,Nadia,,Nadia_Essayan,63
465,PA719942,M.,Baudu,Stéphane,,Stéphane_Baudu,55
466,PA721996,M.,Loiseau,Patrick,,Patrick_Loiseau,
467,PA605518,M.,Lambert,François-Michel,1966-08-24,François-Michel_Lambert,54
468,PA608292,Mme,Dubié,Jeanine,1958-01-03,Jeanine_Dubié,63
469,PA719286,M.,Colombani,Paul-André,,Paul-André_Colombani,53
470,PA721560,M.,Griveaux,Benjamin,,Benjamin_Griveaux,43
471,PA643157,M.,Naillet,Philippe,1960-08-14,Philippe_Naillet,60
472,PA721110,Mme,Sanquer,Nicole,,Nicole_Sanquer,48
473,PA718918,Mme,Louis,Alexandra,,Alexandra_Louis,37
474,PA719052,M.,Kervran,Loïc,,Loïc_Kervran,37
475,PA719302,Mme,Thourot,Alice,,Alice_Thourot,35
476,PA719396,M.,Larsonneur,Jean-Charles,,Jean-Charles_Larsonneur,37
477,PA719404,M.,Le Gac,Didier,,Didier_Le Gac,55
478,PA719600,M.,Poulliat,Éric,,Éric_Poulliat,46
479,PA720814,M.,Cazenove,Sébastien,,Sébastien_Cazenove,
480,PA721004,Mme,Lakrafi,Amélia,,Amélia_Lakrafi,42
481,PA767,M.,Cattin,Jacques,,Jacques_Cattin,62
482,PA720772,M.,Bru,Vincent,,Vincent_Bru,65
483,PA335054,Mme,Karamanli,Marietta,1964-12-18,Marietta_Karamanli,56
484,PA607193,Mme,Errante,Sophie,1971-07-22,Sophie_Errante,49
485,PA721690,M.,Tan,Buon,,Buon_Tan,53
486,PA719504,M.,Lagleize,Jean-Luc,,Jean-Luc_Lagleize,62
487,PA267355,M.,Herth,Antoine,1963-02-14,Antoine_Herth,58
488,PA721718,Mme,Do,Stéphanie,,Stéphanie_Do,41
489,PA722312,Mme,Bessot Ballot,Barbara,,Barbara_Bessot Ballot,48
490,PA722240,M.,Venteau,Pierre,,Pierre_Venteau,46
491,PA1012,M.,de la Verpillière,Charles,1954-05-31,Charles_de la Verpillière,66
492,PA713448,Mme,Brenier,Marine,1986-08-11,Marine_Brenier,34
493,PA267766,M.,Bricout,Guy,,Guy_Bricout,77
494,PA719464,M.,Nadot,Sébastien,,Sébastien_Nadot,48
495,PA334116,Mme,Maquet,Jacqueline,1949-05-13,Jacqueline_Maquet,71
496,PA720438,M.,Di Pompeo,Christophe,,Christophe_Di Pompeo,56
497,PA720310,M.,Arend,Christophe,,Christophe_Arend,45
498,PA722118,Mme,Sylla,Sira,,Sira_Sylla,40
499,PA718902,M.,Roussel,Cédric,,Cédric_Roussel,43
500,PA266788,M.,Morel-À-L'Huissier,Pierre,1958-12-21,Pierre_Morel-À-L'Huissier,62
501,PA721872,Mme,Poirson,Brune,,Brune_Poirson,38
502,PA722218,Mme,Delpirou,Cécile,,Cécile_Delpirou,56
503,PA720246,M.,Templier,Sylvain,,Sylvain_Templier,49
504,PA342240,M.,Bourgeaux,Jean-Luc,,Jean-Luc_Bourgeaux,57
505,PA342196,Mme,Rouaux,Claudia,,Claudia_Rouaux,57
506,PA695100,M.,Habib,Meyer,1961-04-28,Meyer_Habib,59
507,PA719436,M.,Meizonnet,Nicolas,,Nicolas_Meizonnet,37
508,PA720704,Mme,Vichnievsky,Laurence,,Laurence_Vichnievsky,66
509,PA267260,Mme,Poletti,Bérengère,1959-10-14,Bérengère_Poletti,61
510,PA642764,M.,Aviragnet,Joël,1956-06-16,Joël_Aviragnet,64
511,PA721012,Mme,Kéclard-Mondésir,Manuéla,,Manuéla_Kéclard-Mondésir,49
512,PA721384,Mme,Fontenel-Personne,Pascale,,Pascale_Fontenel-Personne,58
513,PA605131,M.,Castaner,Christophe,1966-01-03,Christophe_Castaner,55
514,PA722082,Mme,Ballet-Blu,Françoise,,Françoise_Ballet-Blu,
515,PA722280,M.,Meyer,Philippe,,Philippe_Meyer_(homme_politique),51
516,PA333818,M.,Hutin,Christian,1961-01-18,Christian_Hutin,60
517,PA774960,Mme,Santiago,Isabelle,,Isabelle_Santiago,55
518,PA720488,Mme,Six,Valérie,,Valérie_Six,
519,PA719946,M.,Peltier,Guillaume,,Guillaume_Peltier,44
520,PA709315,M.,Viala,Arnaud,1974-12-04,Arnaud_Viala,46
521,PA774954,Mme,Blin,Anne-Laure,,Anne-Laure_Blin,37
522,PA605694,M.,Falorni,Olivier,1972-03-27,Olivier_Falorni,48
523,PA721046,Mme,Bassire,Nathalie,,Nathalie_Bassire,53
524,PA346876,M.,Solère,Thierry,1971-08-17,Thierry_Solère,49
525,PA720928,M.,Corceiro,David,,David_Corceiro,43
526,PA719258,M.,Delpon,Michel,,Michel_Delpon,71
527,PA342935,Mme,Dubois,Marianne,1957-12-17,Marianne_Dubois,
528,PA720178,M.,Garcia,Laurent,,Laurent_Garcia,50
529,PA606639,M.,Vignal,Patrick,1958-01-22,Patrick_Vignal,63
530,PA605084,M.,Krabal,Jacques,1948-04-10,Jacques_Krabal,72
531,PA1206,M.,Dupont-Aignan,Nicolas,1961-03-07,Nicolas_Dupont-Aignan,59
532,PA343493,M.,Rouillard,Gwendal,1976-04-20,Gwendal_Rouillard,44
533,PA642724,M.,Barbier,Frédéric,1960-08-30,Frédéric_Barbier_(homme_politique),60
534,PA2796,M.,Teissier,Guy,1945-04-04,Guy_Teissier,75
535,PA719210,M.,Joncour,Bruno,,Bruno_Joncour,67
536,PA721800,M.,Matras,Fabien,,Fabien_Matras,36
537,PA721864,Mme,Zitouni,Souad,,Souad_Zitouni,46
538,PA721054,M.,Lorion,David,,David_Lorion,56
539,PA759192,M.,Poudroux,Jean-Luc,,Jean-Luc_Poudroux,70
540,PA2529,M.,Reitzer,Jean-Luc,1951-12-29,Jean-Luc_Reitzer,69
541,PA1630,M.,Herbillon,Michel,1951-03-06,Michel_Herbillon,69
542,PA2492,M.,Quentin,Didier,1946-12-23,Didier_Quentin,74
543,PA1029,M.,Deflesselles,Bernard,1953-10-16,Bernard_Deflesselles,67
544,PA223837,M.,Brochand,Bernard,1938-06-05,Bernard_Brochand,82
545,PA267794,Mme,Tabarot,Michèle,1962-10-13,Michèle_Tabarot,58
546,PA721636,M.,Parigi,Jean-François,,Jean-François_Parigi,61
547,PA330788,M.,Reynès,Bernard,1953-10-18,Bernard_Reynès,67
548,PA721070,Mme,Ramassamy,Nadia,,Nadia_Ramassamy,59
549,PA336439,M.,Clément,Jean-Michel,1954-10-31,Jean-Michel_Clément,66
550,PA720038,Mme,Josso,Sandrine,,Sandrine_Josso,45
551,PA722358,M.,Gassilloud,Thomas,,Thomas_Gassilloud,39
552,PA610654,M.,Nilor,Jean-Philippe,1965-05-15,Jean-Philippe_Nilor,55
553,PA721174,M.,Son-Forget,Joachim,,Joachim_Son-Forget,37
554,PA267337,Mme,Bouchet,Claire,,Claire_Bouchet,67
555,PA721538,Mme,Roques-Etienne,Muriel,,Muriel_Roques-Étienne,41
556,PA721576,Mme,Bouchet Bellecourt,Sylvie,,Sylvie_Bouchet Bellecourt,63
557,PA719020,Mme,Porte,Nathalie,,Nathalie_Porte,48
558,PA720672,M.,Therry,Robert,,Robert_Therry,73
559,PA604,M.,Bouley,Bernard,,Bernard_Bouley,70
560,PA774952,M.,Benassaya,Philippe,,Philippe_Benassaya,56
561,PA774956,M.,Hemedinger,Yves,,Yves_Hemedinger,55
562,PA719002,M.,Ravier,Julien,,Julien_Ravier,43
563,PA720006,M.,Geismar,Luc,,Luc_Geismar,
564,PA643004,M.,Labille,Grégory,,Grégory_Labille,52
565,PA774958,M.,Leseul,Gérard,,Gérard_Leseul,60
566,PA643192,Mme,Jourdan,Chantal,,Chantal_Jourdan,62
567,PA721768,Mme,Silin,Marie,,Marie_Silin,42
568,PA774962,Mme,Lebon,Karine,,Karine_Lebon,35
569,PA721666,Mme,Audibert,Edith,,Edith_Audibert,72
570,PA720802,Mme,Pujol,Catherine,,Catherine_Pujol_(femme_politique),60
571,PA331567,Mme,de La Raudière,Laure,1965-02-12,Laure_de La Raudière,56
572,PA719806,Mme,Auconie,Sophie,,Sophie_Auconie,57
573,PA717151,Mme,de Sarnez,Marielle,,Marielle_de Sarnez,
574,PA998,M.,Dassault,Olivier,1951-06-01,Olivier_Dassault,69
