,idVotant,Contre,Pour,indice_accord,taux_abstention,Région_x,age,Genre,CSP,Groupe politique (complet)
41371,PA719024,69.9,30.1,733.98,68.05210918114145,Normandie,47,M.,CommerÃ§ants et assimilÃ©s,Mouvement Démocrate (MoDem) et Démocrates apparentés
41886,PA719032,68.15,31.85,738.85,70.78163771712158,Normandie,50,M.,"Professions intermÃ©diaires de l'enseignement, de la santÃ©, de la fonction publique et assimilÃ©s",La République en Marche
42357,PA719044,59.09,40.91,659.09,83.62282878411911,Centre-Val de Loire,63,Mme,"Cadres de la fonction publique, professions intellectuelles et artistiques",Mouvement Démocrate (MoDem) et Démocrates apparentés
42621,PA719052,53.46,46.54,716.98,90.136476426799,Centre-Val de Loire,36,M.,Cadres d'entreprise,La République en Marche
42780,PA719060,59.44,40.56,726.91,84.55334987593052,Nouvelle-Aquitaine,41,M.,Professions libÃ©rales et assimilÃ©s,Mouvement Démocrate (MoDem) et Démocrates apparentés
43029,PA719072,65.98,34.02,747.95,69.72704714640199,Nouvelle-Aquitaine,34,M.,"Cadres de la fonction publique, professions intellectuelles et artistiques",La République en Marche
43517,PA719080,72.71,27.29,775.11,71.5880893300248,Nouvelle-Aquitaine,47,Mme,Cadres d'entreprise,La République en Marche
43975,PA719092,56.71,43.29,688.31,85.66997518610422,Nouvelle-Aquitaine,64,Mme,Cadres d'entreprise,Mouvement Démocrate (MoDem) et Démocrates apparentés
44206,PA719100,63.73,36.27,715.69,87.34491315136476,Nouvelle-Aquitaine,56,M.,Chefs d'entreprise de 10 salariÃ©s ou plus,La République en Marche
44410,PA719108,68.84,31.16,719.81,74.31761786600497,Nouvelle-Aquitaine,52,M.,Cadres d'entreprise,La République en Marche
44824,PA719118,48.02,51.98,644.07,89.01985111662532,Centre-Val de Loire,48,M.,"Cadres de la fonction publique, professions intellectuelles et artistiques",La République en Marche
45001,PA719130,63.46,36.54,719.55,78.10173697270471,Provence-Alpes-Côte d'Azur,65,Mme,Cadres d'entreprise,La République en Marche
45354,PA719138,20.6,79.4,278.97,85.54590570719603,Corse,75,M.,"Cadres de la fonction publique, professions intellectuelles et artistiques",Libertés et Territoires
45587,PA719146,20.13,79.87,245.28,90.136476426799,Corse,47,M.,Cadres d'entreprise,Libertés et Territoires
45746,PA719154,69.26,30.74,755.79,70.53349875930522,Bourgogne-Franche-Comté,64,M.,"Cadres de la fonction publique, professions intellectuelles et artistiques",La République en Marche
46221,PA719162,67.87,32.13,743.82,72.39454094292803,Nouvelle-Aquitaine,63,Mme,Anciens cadres et professions intermÃ©diaires,La République en Marche
46666,PA719170,68.05,31.95,740.93,64.08188585607941,Bourgogne-Franche-Comté,36,Mme,EmployÃ©s administratifs d'entreprise,La République en Marche
47245,PA719186,72.73,27.27,770.83,67.24565756823822,Bourgogne-Franche-Comté,58,Mme,"Cadres de la fonction publique, professions intellectuelles et artistiques",La République en Marche
47773,PA719194,63.31,36.69,733.87,84.61538461538461,Bourgogne-Franche-Comté,66,Mme,"Anciens artisans, commerÃ§ants, chefs d'entreprise",Non inscrit
48021,PA719202,65.99,34.01,744.94,84.67741935483872,Bourgogne-Franche-Comté,66,M.,Cadres d'entreprise,La République en Marche
48268,PA719210,39.09,60.91,618.18,93.17617866004963,Bretagne,67,M.,EmployÃ©s de la fonction publique,Mouvement Démocrate (MoDem) et Démocrates apparentés
48378,PA719218,52.41,47.59,652.41,88.39950372208438,Bretagne,,M.,Cadres d'entreprise,La République en Marche
48565,PA719230,72.98,27.02,776.25,63.95781637717122,Bretagne,50,M.,"Cadres de la fonction publique, professions intellectuelles et artistiques",La République en Marche
49146,PA719242,68.17,31.83,791.98,75.24813895781638,Nouvelle-Aquitaine,,M.,Agriculteurs exploitants,La République en Marche
49545,PA719250,62.67,37.33,746.54,86.53846153846155,Nouvelle-Aquitaine,48,M.,"Professions intermÃ©diaires de l'enseignement, de la santÃ©, de la fonction publique et assimilÃ©s",La République en Marche
49762,PA719258,61.14,38.86,748.82,86.91066997518611,Nouvelle-Aquitaine,71,M.,Cadres d'entreprise,La République en Marche
49973,PA719266,58.18,41.82,690.91,86.35235732009924,Nouvelle-Aquitaine,72,M.,"Anciens artisans, commerÃ§ants, chefs d'entreprise",Mouvement Démocrate (MoDem) et Démocrates apparentés
50193,PA719272,44.86,55.14,364.49,93.3622828784119,Nouvelle-Aquitaine,60,Mme,Professions libÃ©rales et assimilÃ©s,Les Républicains
50300,PA719286,30.77,69.23,316.24,92.74193548387096,Corse,53,M.,Professions libÃ©rales et assimilÃ©s,Libertés et Territoires
50417,PA719294,69.42,30.58,745.54,72.20843672456576,Auvergne-Rhône-Alpes,57,Mme,"Cadres de la fonction publique, professions intellectuelles et artistiques",La République en Marche
50865,PA719302,64.04,35.96,758.77,85.8560794044665,Auvergne-Rhône-Alpes,35,Mme,Professions libÃ©rales et assimilÃ©s,La République en Marche
51093,PA719310,68.35,31.65,767.09,75.49627791563276,Auvergne-Rhône-Alpes,41,Mme,Cadres d'entreprise,La République en Marche
51488,PA719318,37.53,62.47,420.43,73.88337468982631,Auvergne-Rhône-Alpes,56,Mme,Professions libÃ©rales et assimilÃ©s,Les Républicains
51909,PA719326,71.14,28.86,779.55,72.7047146401985,Normandie,50,Mme,Cadres d'entreprise,La République en Marche
52349,PA719330,65.19,34.81,767.92,81.82382133995037,Normandie,42,M.,"Cadres de la fonction publique, professions intellectuelles et artistiques",La République en Marche
52642,PA719338,75.79,24.21,801.0,62.59305210918114,Bretagne,,Mme,"Cadres de la fonction publique, professions intellectuelles et artistiques",La République en Marche
53245,PA719350,63.25,36.75,696.11,82.44416873449131,Normandie,58,Mme,"Cadres de la fonction publique, professions intellectuelles et artistiques",La République en Marche
53528,PA719364,57.07,42.93,668.48,88.58560794044665,Normandie,71,Mme,"Anciens artisans, commerÃ§ants, chefs d'entreprise",La République en Marche
53712,PA719372,66.38,33.62,731.64,78.03970223325062,Centre-Val de Loire,33,M.,Cadres d'entreprise,La République en Marche
54066,PA719388,64.59,35.41,762.16,77.04714640198512,Bretagne,47,Mme,Artisans,La République en Marche
54436,PA719396,38.05,61.95,637.17,92.99007444168734,Bretagne,37,M.,"Cadres de la fonction publique, professions intellectuelles et artistiques",Agir ensemble
54549,PA719404,62.05,37.95,743.59,87.90322580645162,Bretagne,55,M.,"Professions intermÃ©diaires de l'enseignement, de la santÃ©, de la fonction publique et assimilÃ©s",La République en Marche
54744,PA719412,57.89,42.11,724.7,84.67741935483872,Bretagne,29,Mme,Agriculteurs exploitants,La République en Marche
54991,PA719420,64.92,35.08,754.03,84.61538461538461,Bourgogne-Franche-Comté,63,M.,"Cadres de la fonction publique, professions intellectuelles et artistiques",La République en Marche
55239,PA719436,20.45,79.55,454.55,97.27047146401985,Occitanie,37,M.,Cadres d'entreprise,Non inscrit
55283,PA719440,64.73,35.27,763.64,82.94044665012407,Occitanie,45,M.,Cadres d'entreprise,La République en Marche
55558,PA719448,63.84,36.16,701.37,77.35732009925557,Occitanie,53,Mme,"Professions intermÃ©diaires de l'enseignement, de la santÃ©, de la fonction publique et assimilÃ©s",Agir ensemble
55923,PA719456,65.14,34.86,722.86,78.287841191067,Occitanie,59,Mme,"Cadres de la fonction publique, professions intellectuelles et artistiques",La République en Marche
56273,PA719464,50.0,50.0,663.64,93.17617866004963,Occitanie,48,M.,"Cadres de la fonction publique, professions intellectuelles et artistiques",Non inscrit
56383,PA719472,72.15,27.85,771.76,67.92803970223325,Occitanie,62,M.,Cadres d'entreprise,La République en Marche
56900,PA719480,43.8,56.2,708.03,91.50124069478909,Occitanie,53,M.,"Cadres de la fonction publique, professions intellectuelles et artistiques",Non inscrit
57037,PA719488,58.74,41.26,672.65,86.16625310173698,Occitanie,60,M.,"Cadres de la fonction publique, professions intellectuelles et artistiques",Mouvement Démocrate (MoDem) et Démocrates apparentés
57260,PA719496,66.48,33.52,767.91,78.3498759305211,Occitanie,63,M.,Artisans,La République en Marche
57609,PA719504,34.51,65.49,563.38,91.1910669975186,Occitanie,62,M.,Professions libÃ©rales et assimilÃ©s,Mouvement Démocrate (MoDem) et Démocrates apparentés
57751,PA719512,70.55,29.45,745.7,67.55583126550869,Occitanie,57,Mme,Cadres d'entreprise,La République en Marche
58274,PA719520,70.09,29.91,789.17,78.2258064516129,Occitanie,30,M.,Professions libÃ©rales et assimilÃ©s,La République en Marche
58625,PA719528,64.44,35.56,744.44,88.83374689826302,Occitanie,55,M.,"Cadres de la fonction publique, professions intellectuelles et artistiques",La République en Marche
58805,PA719540,60.44,39.56,706.96,83.06451612903226,Occitanie,66,Mme,"Cadres de la fonction publique, professions intellectuelles et artistiques",La République en Marche
59078,PA719550,66.67,33.33,744.36,75.24813895781638,Bretagne,53,Mme,"Cadres de la fonction publique, professions intellectuelles et artistiques",La République en Marche
59477,PA719558,63.66,36.34,698.45,75.93052109181141,Bretagne,49,M.,"Cadres de la fonction publique, professions intellectuelles et artistiques",Mouvement Démocrate (MoDem) et Démocrates apparentés
59865,PA719570,65.85,34.15,739.56,74.75186104218362,Nouvelle-Aquitaine,42,Mme,"Cadres de la fonction publique, professions intellectuelles et artistiques",La République en Marche
60272,PA719578,34.07,65.93,335.18,77.60545905707195,Nouvelle-Aquitaine,51,M.,"Professions intermÃ©diaires de l'enseignement, de la santÃ©, de la fonction publique et assimilÃ©s",La France insoumise
60633,PA719592,49.38,50.62,693.75,90.07444168734492,Nouvelle-Aquitaine,37,M.,Cadres d'entreprise,Libertés et Territoires
60793,PA719600,72.51,27.49,783.63,78.78411910669976,Nouvelle-Aquitaine,46,M.,EmployÃ©s de la fonction publique,La République en Marche
61135,PA719608,33.22,66.78,376.16,46.40198511166253,Occitanie,52,Mme,Cadres d'entreprise,Non inscrit
61999,PA719616,67.21,32.79,769.23,84.67741935483872,Occitanie,53,M.,"Cadres de la fonction publique, professions intellectuelles et artistiques",Agir ensemble
62246,PA719624,62.44,37.56,732.39,86.78660049627791,Nouvelle-Aquitaine,34,Mme,Cadres d'entreprise,La République en Marche
62459,PA719632,61.16,38.84,736.61,86.10421836228288,Nouvelle-Aquitaine,52,Mme,Sans profession dÃ©clarÃ©e,La République en Marche
62683,PA719640,66.21,33.79,712.33,72.8287841191067,Nouvelle-Aquitaine,61,Mme,Sans profession dÃ©clarÃ©e,Mouvement Démocrate (MoDem) et Démocrates apparentés
63121,PA719652,67.85,32.15,778.27,72.02233250620347,Nouvelle-Aquitaine,52,Mme,"Cadres de la fonction publique, professions intellectuelles et artistiques",La République en Marche
63572,PA719660,76.65,23.35,832.55,73.69727047146401,Nouvelle-Aquitaine,44,Mme,"Cadres de la fonction publique, professions intellectuelles et artistiques",La République en Marche
63996,PA719668,67.82,32.18,757.79,82.07196029776675,Occitanie,53,Mme,EmployÃ©s de la fonction publique,La République en Marche
64285,PA719676,41.97,58.03,341.97,88.0272952853598,Occitanie,43,Mme,EmployÃ©s de la fonction publique,La France insoumise
64478,PA719684,63.98,36.02,727.97,83.8089330024814,Occitanie,37,Mme,Cadres d'entreprise,La République en Marche
64739,PA719692,62.3,37.7,726.19,84.36724565756823,Occitanie,64,M.,"Cadres de la fonction publique, professions intellectuelles et artistiques",La République en Marche
64991,PA719700,66.51,33.49,752.29,86.47642679900744,Occitanie,52,M.,"Cadres de la fonction publique, professions intellectuelles et artistiques",Agir ensemble
65209,PA719710,68.34,31.66,742.95,80.21091811414391,Nouvelle-Aquitaine,,Mme,Cadres d'entreprise,La République en Marche
65528,PA719718,66.14,33.86,762.66,80.39702233250621,Bretagne,53,Mme,CommerÃ§ants et assimilÃ©s,La République en Marche
65844,PA719728,64.07,35.93,766.47,79.28039702233251,Bretagne,43,M.,Chefs d'entreprise de 10 salariÃ©s ou plus,La République en Marche
66178,PA719736,57.35,42.65,544.12,95.7816377171216,Auvergne-Rhône-Alpes,45,Mme,Professions libÃ©rales et assimilÃ©s,La République en Marche
66246,PA719740,65.66,34.34,736.26,77.41935483870968,Auvergne-Rhône-Alpes,42,M.,Cadres d'entreprise,La République en Marche
66610,PA719748,63.76,36.24,745.64,82.19602977667493,Auvergne-Rhône-Alpes,43,Mme,"Cadres de la fonction publique, professions intellectuelles et artistiques",La République en Marche
66897,PA719756,65.86,34.14,738.81,66.74937965260546,Bretagne,56,Mme,"Professions intermÃ©diaires de l'enseignement, de la santÃ©, de la fonction publique et assimilÃ©s",La République en Marche
67433,PA719770,58.93,41.07,705.36,86.10421836228288,Bretagne,41,M.,Chefs d'entreprise de 10 salariÃ©s ou plus,La République en Marche
67657,PA719778,65.79,34.21,774.85,78.78411910669976,Centre-Val de Loire,54,M.,Cadres d'entreprise,La République en Marche
67999,PA719790,66.44,33.56,739.73,81.88585607940446,Centre-Val de Loire,57,M.,Professions libÃ©rales et assimilÃ©s,La République en Marche
68291,PA719798,68.72,31.28,758.29,73.8213399503722,Centre-Val de Loire,65,M.,"Cadres de la fonction publique, professions intellectuelles et artistiques",La République en Marche
68713,PA719806,37.86,62.14,453.07,80.83126550868487,Centre-Val de Loire,57,Mme,Chefs d'entreprise de 10 salariÃ©s ou plus,UDI et Indépendants
69022,PA719814,65.31,34.69,746.41,74.06947890818859,Centre-Val de Loire,49,Mme,Professions libÃ©rales et assimilÃ©s,La République en Marche
69440,PA719822,57.43,42.57,716.22,90.81885856079404,Centre-Val de Loire,61,Mme,CommerÃ§ants et assimilÃ©s,Mouvement Démocrate (MoDem) et Démocrates apparentés
69588,PA719830,71.45,28.55,763.57,64.57816377171216,Occitanie,48,M.,CommerÃ§ants et assimilÃ©s,La République en Marche
70159,PA719842,65.81,34.19,753.68,83.12655086848635,Bretagne,51,M.,Cadres d'entreprise,La République en Marche
70431,PA719850,70.07,26.03,738.44,49.007444168734494,Auvergne-Rhône-Alpes,45,Mme,Professions libÃ©rales et assimilÃ©s,La République en Marche
71253,PA719858,73.16,26.84,737.7,69.72704714640199,Auvergne-Rhône-Alpes,67,Mme,Anciens cadres et professions intermÃ©diaires,La République en Marche
71741,PA719866,76.65,23.35,798.3,70.78163771712158,Auvergne-Rhône-Alpes,44,Mme,Cadres d'entreprise,La République en Marche
72212,PA719874,57.14,42.86,692.64,85.66997518610422,Auvergne-Rhône-Alpes,42,Mme,Cadres d'entreprise,Mouvement Démocrate (MoDem) et Démocrates apparentés
72443,PA719882,64.44,35.56,751.11,86.04218362282879,Auvergne-Rhône-Alpes,38,Mme,Professions libÃ©rales et assimilÃ©s,La République en Marche
72668,PA719890,68.98,29.59,763.27,69.60297766749379,Bourgogne-Franche-Comté,73,Mme,Anciens cadres et professions intermÃ©diaires,La République en Marche
73158,PA719918,37.7,62.3,614.75,92.4317617866005,Nouvelle-Aquitaine,44,M.,Professions intermÃ©diaires administratives et commerciales des entreprises,Mouvement Démocrate (MoDem) et Démocrates apparentés
73280,PA719922,66.34,33.66,721.55,74.37965260545906,Nouvelle-Aquitaine,49,M.,Cadres d'entreprise,La République en Marche
73693,PA719930,25.23,74.77,267.91,80.08684863523573,Nouvelle-Aquitaine,45,M.,"Cadres de la fonction publique, professions intellectuelles et artistiques",Socialistes et apparentés
74014,PA719942,61.11,38.89,629.63,93.30024813895783,Centre-Val de Loire,55,M.,Cadres d'entreprise,Mouvement Démocrate (MoDem) et Démocrates apparentés
74122,PA719946,49.38,50.62,493.83,94.97518610421835,Centre-Val de Loire,44,M.,Cadres d'entreprise,Les Républicains
74203,PA719952,68.16,31.84,766.17,75.06203473945409,Auvergne-Rhône-Alpes,53,M.,"Cadres de la fonction publique, professions intellectuelles et artistiques",La République en Marche
74605,PA719960,62.54,37.46,714.78,81.94789081885855,Auvergne-Rhône-Alpes,36,Mme,EmployÃ©s de commerce,La République en Marche
74896,PA719972,69.87,30.13,750.0,80.64516129032258,Auvergne-Rhône-Alpes,58,Mme,EmployÃ©s administratifs d'entreprise,La République en Marche
75208,PA719980,69.34,30.66,732.54,63.58560794044665,Auvergne-Rhône-Alpes,41,M.,Professions libÃ©rales et assimilÃ©s,La République en Marche
75795,PA719994,74.01,25.99,777.55,70.16129032258065,Auvergne-Rhône-Alpes,62,Mme,"Cadres de la fonction publique, professions intellectuelles et artistiques",La République en Marche
76276,PA720006,71.43,28.57,714.29,99.56575682382135,Pays de la Loire,,M.,Cadres d'entreprise,Mouvement Démocrate (MoDem) et Démocrates apparentés
76283,PA720014,74.33,25.67,766.05,70.03722084367246,Occitanie,38,Mme,"Cadres de la fonction publique, professions intellectuelles et artistiques",La République en Marche
76766,PA720022,66.88,33.12,717.04,80.70719602977667,Nouvelle-Aquitaine,63,M.,Professions libÃ©rales et assimilÃ©s,La République en Marche
77077,PA720030,66.29,33.71,700.76,83.62282878411911,Nouvelle-Aquitaine,41,M.,Chefs d'entreprise de 10 salariÃ©s ou plus,La République en Marche
77341,PA720038,65.0,35.0,766.67,92.55583126550869,Pays de la Loire,45,Mme,Professions libÃ©rales et assimilÃ©s,Mouvement Démocrate (MoDem) et Démocrates apparentés
77461,PA720046,63.12,36.88,737.5,80.14888337468983,Pays de la Loire,40,Mme,Cadres d'entreprise,La République en Marche
77781,PA720054,63.04,36.96,755.43,88.58560794044665,Pays de la Loire,66,M.,Professions libÃ©rales et assimilÃ©s,La République en Marche
77965,PA720066,63.46,36.54,736.54,78.10173697270471,Centre-Val de Loire,47,Mme,"Cadres de la fonction publique, professions intellectuelles et artistiques",La République en Marche
78318,PA720074,61.01,38.99,716.98,80.27295285359801,Centre-Val de Loire,38,Mme,Cadres d'entreprise,La République en Marche
78636,PA720092,48.18,51.82,581.82,86.35235732009924,Centre-Val de Loire,52,M.,Cadres d'entreprise,Mouvement Démocrate (MoDem) et Démocrates apparentés
78856,PA720100,37.65,62.35,376.47,89.45409429280397,Occitanie,34,M.,Cadres d'entreprise,Les Républicains
79026,PA720108,70.64,29.36,803.32,77.60545905707195,Pays de la Loire,47,Mme,Artisans,La République en Marche
79387,PA720116,58.95,41.05,715.79,88.21339950372209,Pays de la Loire,58,Mme,Professions libÃ©rales et assimilÃ©s,La République en Marche
79577,PA720124,63.24,36.76,739.13,84.30521091811414,Pays de la Loire,40,Mme,Anciens cadres et professions intermÃ©diaires,La République en Marche
79830,PA720138,54.98,37.05,641.43,84.42928039702234,Pays de la Loire,40,Mme,"Cadres de la fonction publique, professions intellectuelles et artistiques",La République en Marche
80081,PA720146,66.77,33.23,731.63,80.58312655086849,Pays de la Loire,39,M.,Cadres d'entreprise,La République en Marche
80394,PA720154,72.51,27.49,742.94,58.250620347394545,Pays de la Loire,69,Mme,Anciens cadres et professions intermÃ©diaires,La République en Marche
81067,PA720162,61.98,38.02,718.63,83.6848635235732,Pays de la Loire,53,M.,Cadres d'entreprise,Mouvement Démocrate (MoDem) et Démocrates apparentés
81330,PA720170,68.15,31.85,710.19,80.5210918114144,Grand Est,37,Mme,Cadres d'entreprise,La République en Marche
81644,PA720178,45.45,54.55,685.31,91.12903225806451,Grand Est,50,M.,Cadres d'entreprise,Mouvement Démocrate (MoDem) et Démocrates apparentés
81787,PA720190,60.78,39.22,729.41,84.18114143920596,Normandie,55,M.,EmployÃ©s de la fonction publique,La République en Marche
82042,PA720202,44.37,55.63,562.91,90.63275434243177,Normandie,38,Mme,Cadres d'entreprise,La République en Marche
82193,PA720210,36.17,63.83,367.02,76.67493796526055,Grand Est,57,Mme,Sans profession dÃ©clarÃ©e,Les Républicains
82569,PA720214,57.07,42.93,684.78,77.1712158808933,Grand Est,33,Mme,CommerÃ§ants et assimilÃ©s,Agir ensemble
82937,PA720222,71.87,28.13,773.14,65.81885856079404,Grand Est,58,M.,Professions libÃ©rales et assimilÃ©s,La République en Marche
83488,PA720230,46.31,53.69,553.0,73.07692307692308,Grand Est,36,Mme,"Cadres de la fonction publique, professions intellectuelles et artistiques",Agir ensemble
83922,PA720246,81.08,18.92,702.7,97.7047146401985,Grand Est,49,M.,Professions libÃ©rales et assimilÃ©s,La République en Marche
83959,PA720256,61.88,38.12,682.32,77.54342431761788,Pays de la Loire,41,Mme,"Cadres de la fonction publique, professions intellectuelles et artistiques",Mouvement Démocrate (MoDem) et Démocrates apparentés
84321,PA720268,68.75,31.25,770.09,72.20843672456576,Nouvelle-Aquitaine,54,M.,CommerÃ§ants et assimilÃ©s,La République en Marche
84769,PA720278,58.97,41.03,689.1,80.64516129032258,Pays de la Loire,48,M.,Cadres d'entreprise,Non inscrit
85081,PA720286,30.3,69.7,338.61,68.67245657568239,Grand Est,43,Mme,Ouvriers qualifiÃ©s,La France insoumise
85586,PA720298,65.3,34.7,726.03,72.8287841191067,Grand Est,49,Mme,"Cadres de la fonction publique, professions intellectuelles et artistiques",Non inscrit
86024,PA720310,63.69,36.31,765.36,88.89578163771712,Grand Est,45,M.,Professions libÃ©rales et assimilÃ©s,La République en Marche
86203,PA720318,73.4,26.6,800.0,68.98263027295286,Grand Est,48,Mme,"Cadres de la fonction publique, professions intellectuelles et artistiques",La République en Marche
86703,PA720326,61.63,38.37,695.54,74.93796526054591,Grand Est,49,M.,Professions libÃ©rales et assimilÃ©s,Mouvement Démocrate (MoDem) et Démocrates apparentés
87107,PA720334,57.65,42.35,655.88,78.90818858560795,Bretagne,58,M.,"Professions intermÃ©diaires de l'enseignement, de la santÃ©, de la fonction publique et assimilÃ©s",Mouvement Démocrate (MoDem) et Démocrates apparentés
87447,PA720342,68.46,31.54,776.28,76.98511166253101,Bretagne,61,Mme,Agriculteurs exploitants,La République en Marche
87818,PA720354,64.72,35.28,747.57,80.83126550868487,Bretagne,52,M.,"Professions intermÃ©diaires de l'enseignement, de la santÃ©, de la fonction publique et assimilÃ©s",La République en Marche
88127,PA720362,67.91,32.09,753.58,78.3498759305211,Grand Est,51,M.,Chefs d'entreprise de 10 salariÃ©s ou plus,La République en Marche
88476,PA720370,53.11,46.89,694.92,89.01985111662532,Grand Est,33,M.,Cadres d'entreprise,La République en Marche
88653,PA720378,71.01,28.99,799.52,74.31761786600497,Grand Est,,M.,"Cadres de la fonction publique, professions intellectuelles et artistiques",La République en Marche
89067,PA720386,35.94,64.06,359.45,73.07692307692308,Grand Est,34,M.,Cadres dâ€™entreprise,Les Républicains
89501,PA720394,70.25,29.75,774.1,77.48138957816377,Grand Est,57,Mme,"Professions intermÃ©diaires de l'enseignement, de la santÃ©, de la fonction publique et assimilÃ©s",La République en Marche
89864,PA720402,63.38,36.62,767.68,75.43424317617865,Grand Est,48,M.,EmployÃ©s administratifs d'entreprise,La République en Marche
90260,PA720414,69.15,30.85,765.96,76.67493796526055,Bourgogne-Franche-Comté,56,M.,Chefs d'entreprise de 10 salariÃ©s ou plus,La République en Marche
90636,PA720422,33.9,66.1,273.97,81.88585607940446,Hauts-de-France,30,M.,Professions intermÃ©diaires administratives et commerciales des entreprises,La France insoumise
90928,PA720430,34.38,65.62,306.25,80.14888337468983,Hauts-de-France,31,M.,EmployÃ©s de la fonction publique,La France insoumise
91248,PA720438,46.23,53.77,688.68,93.42431761786601,Hauts-de-France,56,M.,"Cadres de la fonction publique, professions intellectuelles et artistiques",La République en Marche
91354,PA720446,64.36,35.64,741.82,82.94044665012407,Hauts-de-France,61,Mme,CommerÃ§ants et assimilÃ©s,La République en Marche
91629,PA720454,68.26,31.74,764.51,81.82382133995037,Hauts-de-France,29,M.,EmployÃ©s de la fonction publique,Agir ensemble
91922,PA720468,40.91,59.09,329.55,89.0818858560794,Hauts-de-France,47,M.,Cadres d'entreprise,Non inscrit
92098,PA720480,64.53,35.47,724.77,79.71464019851116,Hauts-de-France,43,Mme,Chefs d'entreprise de 10 salariÃ©s ou plus,La République en Marche
92425,PA720488,47.22,52.78,527.78,97.76674937965261,Hauts-de-France,,Mme,Professions libÃ©rales et assimilÃ©s,UDI et Indépendants
92461,PA720492,61.0,39.0,721.41,78.84615384615384,Hauts-de-France,46,Mme,"Cadres de la fonction publique, professions intellectuelles et artistiques",La République en Marche
92802,PA720500,61.48,38.52,729.51,84.863523573201,Hauts-de-France,44,Mme,"Cadres de la fonction publique, professions intellectuelles et artistiques",Agir ensemble
93046,PA720516,76.52,23.48,608.7,92.86600496277916,Hauts-de-France,50,Mme,Cadres d'entreprise,La République en Marche
93161,PA720520,67.41,32.59,741.21,80.58312655086849,Hauts-de-France,32,Mme,"Cadres de la fonction publique, professions intellectuelles et artistiques",La République en Marche
93474,PA720538,52.68,47.32,656.25,86.10421836228288,Hauts-de-France,43,Mme,"Cadres de la fonction publique, professions intellectuelles et artistiques",Libertés et Territoires
93698,PA720546,28.99,71.01,244.3,80.95533498759305,Hauts-de-France,68,M.,Anciens cadres et professions intermÃ©diaires,Gauche démocrate et républicaine
94005,PA720552,61.98,38.02,733.84,83.6848635235732,Grand Est,52,Mme,Professions libÃ©rales et assimilÃ©s,La République en Marche
94268,PA720560,67.72,32.28,774.28,76.36476426799007,Bourgogne-Franche-Comté,42,Mme,Cadres d'entreprise,Mouvement Démocrate (MoDem) et Démocrates apparentés
94649,PA720568,62.19,37.81,738.04,72.76674937965261,Hauts-de-France,56,Mme,"Professions intermÃ©diaires de l'enseignement, de la santÃ©, de la fonction publique et assimilÃ©s",UDI et Indépendants
95088,PA720576,59.21,40.79,714.8,82.81637717121588,Hauts-de-France,61,M.,Cadres d'entreprise,La République en Marche
95365,PA720586,33.12,66.88,363.64,80.89330024813896,Hauts-de-France,53,M.,"Cadres de la fonction publique, professions intellectuelles et artistiques",Les Républicains
95673,PA720590,70.22,29.78,751.48,68.5483870967742,Hauts-de-France,53,M.,Chefs d'entreprise de 10 salariÃ©s ou plus,Agir ensemble
96180,PA720598,57.89,42.11,661.18,81.14143920595534,Hauts-de-France,68,Mme,"Anciens artisans, commerÃ§ants, chefs d'entreprise",Mouvement Démocrate (MoDem) et Démocrates apparentés
96484,PA720606,40.0,60.0,395.92,84.8014888337469,Hauts-de-France,27,M.,Sans profession dÃ©clarÃ©e,Non inscrit
96729,PA720614,55.47,44.53,437.96,91.50124069478909,Hauts-de-France,52,Mme,Professions libÃ©rales et assimilÃ©s,Non inscrit
96866,PA720622,51.73,17.85,551.91,65.94292803970222,Hauts-de-France,55,Mme,Professions libÃ©rales et assimilÃ©s,La République en Marche
97415,PA720630,41.52,58.48,417.15,68.17617866004963,Hauts-de-France,33,M.,EmployÃ©s administratifs d'entreprise,Les Républicains
97928,PA720644,45.69,54.31,426.4,87.77915632754343,Normandie,48,M.,"Cadres de la fonction publique, professions intellectuelles et artistiques",Les Républicains
98125,PA720652,61.06,38.94,663.72,85.98014888337468,Hauts-de-France,63,M.,Cadres d'entreprise,Mouvement Démocrate (MoDem) et Démocrates apparentés
98351,PA720664,49.49,50.51,424.24,93.85856079404466,Hauts-de-France,75,M.,Anciens employÃ©s et ouvriers,Non inscrit
98450,PA720672,37.5,62.5,250.0,99.50372208436724,Hauts-de-France,73,M.,Anciens agriculteurs exploitants,Les Républicains
98458,PA720684,37.64,62.36,393.68,78.41191066997519,Hauts-de-France,33,M.,"Cadres de la fonction publique, professions intellectuelles et artistiques",Les Républicains
98806,PA720692,33.0,67.0,241.38,87.40694789081887,Hauts-de-France,51,M.,EmployÃ©s de la fonction publique,Gauche démocrate et républicaine
99009,PA720696,44.07,55.93,514.12,89.01985111662532,Hauts-de-France,59,Mme,"Professions intermÃ©diaires de l'enseignement, de la santÃ©, de la fonction publique et assimilÃ©s",UDI et Indépendants
99186,PA720704,55.56,44.44,678.36,89.39205955334988,Auvergne-Rhône-Alpes,65,Mme,"Cadres de la fonction publique, professions intellectuelles et artistiques",Mouvement Démocrate (MoDem) et Démocrates apparentés
99357,PA720720,46.84,53.16,607.59,85.29776674937966,Nouvelle-Aquitaine,67,Mme,Anciens cadres et professions intermÃ©diaires,Mouvement Démocrate (MoDem) et Démocrates apparentés
