,idVotant,IndiceAccord,Parti,Nom_Parti
563,PA720672,31.25,PO730934,LR
564,PA721666,58.333333333333336,PO730934,LR
565,PA720664,32.33532934131736,PO723569,Non inscrits
566,PA721576,25.925925925925924,PO730934,LR
567,PA604,21.052631578947366,PO730934,LR
568,PA774952,26.08695652173913,PO730934,LR
569,PA774956,16.666666666666664,PO730934,LR
570,PA720802,36.0,PO723569,Non inscrits
571,PA643004,27.27272727272727,PO771889,UDI_Independants
572,PA719002,14.285714285714285,PO730934,LR
573,PA774958,14.583333333333334,PO758835,Socialistes
574,PA774962,40.0,PO730940,Gauche Dem et Rep
